,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment,Length,Number of Words,Grammar Matches
82,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,I received my earbuds quickly.  They are the perfect size.  Great sound.  I really like the light pink color.  Great for the gym.I'd buy them again.,"October 11, 2022",United States,B09LCVHCVX,4,0.9402,148,26,1
83,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Overall good but if dropped in water sound is reduced,"October 6, 2022",United States,B09LCVHCVX,4,0.2382,53,10,0
84,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"It takes while to paring. For the price, great.","October 7, 2022",United States,B09LCVHCVX,5,0.6249,47,9,0
85,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"So far so good.  Owned for a few months now and use daily at the gym. They are still working as new.  Decent sound quality, very much like apple in size and performance. Excellent value for the price.","October 1, 2022",United States,B09LCVHCVX,4,0.9177,200,38,0
86,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Not bad set for the price. Sounds come through clear.,"October 6, 2022",United States,B09LCVHCVX,4,0.6652,53,10,0
87,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,We upgraded our phones and the new model does not have ear phone jacks.  The phone manufacturer recommended wireless ear buds that were almost $90.I bought a pair of these and surprised at the quality and clarity.  So much so I bought a second pair for my wife's phone.,"September 24, 2022",United States,B09LCVHCVX,5,0.6597,269,49,2
88,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"I got this one for mom and one for dad. They are really happy with it. Durable, holds charge, clear sound and good quality.","October 13, 2022",United States,B09LCVHCVX,4,0.8588,123,24,0
89,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I am very pleased with these. The battery life seems to be long and sound quality seems good. Good product for the money.,"October 16, 2022",United States 🇺🇸,B09LCVHCVX,5,0.8399,121,23,0
90,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Good product,"October 15, 2022",United States 🇺🇸,B09LCVHCVX,1,0.4404,12,2,0
91,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Initially I’ve been a bit apprehensive about purchasing wireless earbuds due to the cost and the fear I’d loose such an expensive item from the “ Name brand” company. With these I’m glad I gave them a try. They were easy to setup and connect. They sound amazing and love the convenience of not having to be attached to the main device. Glad I took a chance on purchasing these. Will be placing another order for my Mother.,"September 13, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9246,422,78,3
92,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Sound quality is very good.  Battery life is really good.  Not not on noise canceling.,"October 16, 2022",United States 🇺🇸,B09LCVHCVX,4,0.7496,86,15,3
93,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Considering the price of the product, it works pretty well. Battery life is outstanding and Bluetooth syncing is also effortless. Overall 4.5 stars!","September 28, 2022",United States 🇺🇸,B09LCVHCVX,5,0.8622,148,23,0
94,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These ear pods have exceeded all of my expectations! They are sleek and trendy with great sound and battery life if excellent. Went back and bought my husband a pair after the first time using them. Also, very comfortable in the ear!","September 28, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9182,233,42,0
95,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,I have had these earbuds for close to a month now and I am truly impressed with them. The range is incredible and they last quite a while on a single charge. I highly recommend these for anyone looking for good quality earbuds without breaking the budget.,"September 27, 2022",United States 🇺🇸,B09LCVHCVX,4,0.8932,255,47,2
96,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I READ REVIEW THAT THE SOUND WAS AS GOOD OR BETTER THAN GEN 2 APPLE PODS AND THEY ARE RIGHT. OVERALL GREAT EASE OF USE. I WILL ORDER A EXTRA PAIR TODAY. THX,"October 8, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9313,156,33,0
97,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Most amazing quality for the price!!! I had iPods and will 100% never buy those again!,"October 17, 2022",United States 🇺🇸,B09LCVHCVX,5,0.74,86,16,0
98,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I brought this for my daughter last year and when she lost one she was upset and refused to get any other pair that's how much she liked this one so I brought it for her again. I'm a happy mom because the price is reasonable and she's satisfied.,"September 26, 2022",United States 🇺🇸,B09LCVHCVX,5,0.4939,245,49,2
99,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Very comfortable in ears battery last for couple hrs overall good quality,"October 6, 2022",United States 🇺🇸,B09LCVHCVX,5,0.7574,73,12,0
100,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,These EarPods work very well .  The sound quality is good .  They are making ch less expensive than the apple product and I think they are just as good .,"October 7, 2022",United States 🇺🇸,B09LCVHCVX,1,0.8016,153,31,4
101,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Sounds great! The active noise cancellation works incredibly well, especially at work or on the busy streets. Good quality for its price.","September 21, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9078,137,22,0
102,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Volume one little low but it was a really great price,"September 29, 2022",United States 🇺🇸,B09LCVHCVX,5,0.7708,53,11,1
103,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,I like these ear buds as well as the Apple ones for much less in price.,"October 19, 2022",United States 🇺🇸,B09LCVHCVX,4,0.5574,71,16,0
104,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Lost my AirPods, needed a quick pair of wireless earbuds to tie me over until I replaced the AirPods.Now Let’s be clear, for the price paid ~~~$25.49 - 30% = $17.84~~~ the sound quality is astronomically outstanding. I was expecting crap sounding wireless Bluetooth earbuds with a semi ok mic, what I got was decent sounding earpiece and ok mic. I can take calls, listen to YouTube videos and playback music. Each sounds okay at best and for my quick needs, it’s a solution.These were design with a specific individual in-mind and it works. Now this only takes until account the sound quality and not the design as they feel STUPIDLY CHEAP and flimsy. But beggars can’t be choosers.Now these are NOT AirPods killers or replacements, but are a convenient quick fix simple solution to a pair of wireless earbuds for taking calls and video playback and that’s exactly what I was looking for.They’re cheap, affordable and decent. Would I buy again? Sure for the same price. If the price is higher than $20 then No I wouldn’t as other brand make better quality products (like SkullCandy, JBL, and Anker) for $10-$20 more.These are a bargain price, bargain sound pair of Bluetooth wireless earbuds that are convenient and decent, nothing more and nothing less. They check off the needs and delivers on the quality per price tag. 7/10.","June 18, 2022",United States 🇺🇸,B09LCVHCVX,4,0.946,1328,228,9
105,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Good quality for the price.,"October 10, 2022",United States 🇺🇸,B09LCVHCVX,5,0.4404,27,5,0
106,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,For a great price these ear buds are amazing. I use them for everything and are super comfy to wear.,"October 14, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9153,100,20,0
107,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Love these headphones so far! Got them to block out noise since I have newborn who is very noisy when sleeping! They work really great!,"October 7, 2022",United States 🇺🇸,B09LCVHCVX,4,0.7633,135,25,0
108,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Doesn’t fit great in my small ear but overall a good product for the price.  Would recommend.,"September 23, 2022",United States 🇺🇸,B09LCVHCVX,5,0.886,93,17,0
109,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I have tried so many different pairs of Bluetooth earbuds and I have to say that these fit the best,  the sound is so clear and they are just as good or better than the more expensive brands I lose my eat buds so spending this money, it’s ok if they get misplaced, but feel better in my ears, I don’t think I will lose these. The noise cancellation is great too. I am so happy with these, I would buy them again if I had to.  they are better than the high end cost earbuds,  trust ,me I’ve tried them all!!","September 3, 2022",United States 🇺🇸,B09LCVHCVX,5,0.985,506,102,7
110,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,The battery life is amazing. I only had to charge the case once in over the month I have had it. It fits really comfortably in my ears; sometimes I forget I'm wearing them.,"September 19, 2022",United States 🇺🇸,B09LCVHCVX,1,0.7178,172,34,0
111,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These earbuds drown out all external noise. I use them at work, very noisy there, I use them at the gym. Very comfortable and don't slip out when really moving around. Liked them so well, I've ordered 3 of them. They also maintain they're charge for a long time. I've used them all day, 8 hours, on a single charge.","September 17, 2022",United States 🇺🇸,B09LCVHCVX,5,0.5198,315,60,0
112,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Noise cancelation isn't 100%, I'd say it blocks maybe 90% of the noise. It's still pretty good for the price. The sound quality is great everything sounds really clear both with calls in & out and with music. It pairs really easily no struggle with that at all. Overall I would recommend getting these especially when you're on a budget they won't disappoint .","September 16, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9274,360,64,1
113,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Works as expected,"October 10, 2022",United States 🇺🇸,B09LCVHCVX,5,0.0,17,3,0
114,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,1st time using this kind of ear buds.Really like the sound didn't think they would sound as good as they do & I only got them to use at the gym. So Are they one size fits all? cuz I must have a large left ear cuz it keeps falling out🤣😁..but I like them & wud recommend,"September 23, 2022",United States 🇺🇸,B09LCVHCVX,5,0.8316,268,57,6
115,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Although I had to return these I do want to say that the packaging and the product itself seemed very nice and of high quality. I have never tried this type of bud before, the sit in the ear style, and I do think I will try it once more as I like the idea of how they work (and sometimes hate the silicone/rubber/'whatever they are made from' tips poking me), but these were just a little too big for my ears and thus the sound level wasn't as I had hoped.I know I am not going to get booming sound out of this style of earbud, but I only want these for watching shows on my tablet and was cranking the volume all the way up and it sounded like it was only reaching about a 25% level. Again, I think that is on me and my small ears and not (necessarily) the product and I could in time find that none of this style of earbud will work for my intentions. I am afterall currently using a nice ""in ear"" style now (just wanted to try this type).I guess I should have tried with my phone and some music to see if I could get a different result, but again, my primary reason for these are for tablet viewing.Worth a shot for the price alone, for sure, especially if your ear hole is bigger than my ear hole. Haha","May 18, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9489,1206,241,5
116,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,These are great for the money.  They work well with the Pixel 6.  Sounds quality is so-so.,"October 14, 2022",United States 🇺🇸,B09LCVHCVX,5,0.7351,90,17,0
117,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"I’m shocked at the high quality of these earbuds.  They feel and sound great, loud and crisp.  Button touch is responsive and all functions are perfect.  I’ve just had them for a few, so I don’t know about the charging situation, but I’ve had them on and off for 12 hours or so and they haven’t needed recharging.  I compared these to my wife’s Apple brand earbuds and the sound is exactly the same.  And these are under $18?  Amazing.  Totally happy here.","September 7, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9493,456,83,1
118,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,These work perfectly and stay charged for a long time! Love!!,"October 19, 2022",United States 🇺🇸,B09LCVHCVX,5,0.8582,61,11,0
119,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Yobola earbuds are extraordinary. The sound is superb, the quality of the product is first rate and the bluetooth has the furthest range of any earbuds I've used before. These are probably the best earbuds you can find on Amazon. Don't let their price deter you. Let your ears experience the very best sound delivery around.","September 18, 2022",United States,B09LCVHCVX,5,0.9349,324,56,3
120,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Good headphones for the price you pay. Definitely worth it so far. They work well and fit nicely in the ear for me. The sound is decent and gets the job done.,"September 15, 2022",United States,B09LCVHCVX,1,0.9118,158,32,0
121,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I have never had real air pods to be honestly but don’t think I ever will either because these work for me and are a good value. Easy to pair, sound great!","September 30, 2022",United States,B09LCVHCVX,5,0.9625,155,32,0
122,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"For the price point, these work fantastic! The color was just as pictured and the quality of sound is great!","October 10, 2022",United States,B09LCVHCVX,4,0.8513,108,20,1
123,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I am so shocked at how great these earbuds are!  The quality of the product exceeds the expectations due to the low price point.  Great fit, clear quality of sound, easy to use, and most importantly to me OUTSTANDING battery life.  If these don’t meet your needs you are looking for a totally different product.","September 18, 2022",United States,B09LCVHCVX,5,0.9644,311,55,0
124,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"The quality is great for the price. They do start to hurt my ears a little after hours of wear, but overall worth it! I love them!","October 2, 2022",United States,B09LCVHCVX,5,0.8774,130,27,0
125,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Give these a try. It is a good pair of earbuds without the heavy price.,"October 13, 2022",United States,B09LCVHCVX,5,0.4404,71,15,0
126,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I was extremely skeptical about these given the price, but after a few days that skepticism was completely gone. I’ve had them for 2 months and I would definitely recommend them.Pros:Great sound quality for listening to music or taking callsBattery life (I can 6/7 hrs consistently out of these before they need to charge)Volume feature (holding down right side to increase volume and left to lower)Durable (I’ve dropped the case and earbuds, stepped on it accidentally and they have survived!!)Cons:Very sensitive to touch. Can be considered a pro but if you lay down on your arm you’ll either hear everything at full volume or nothing at all depending on the side. However if you’re laying on a pillow it wont change the volume orThe pros outweigh the one con definitely going to get a second pair they are worth it!!!","August 18, 2022",United States,B09LCVHCVX,5,0.8865,820,140,7
127,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Are these going to blow your mind with incredible sound quality? No, but for 20 bucks they are perfectly serviceable for walking your dog or wearing at the grocery store. No complaints, recommend for someone looking for some quality earbuds without spending a bunch of money.","September 21, 2022",United States,B09LCVHCVX,5,0.4767,275,46,0
128,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,They look identical to the Brand ones but at a fraction of the cost. All the bells and whistles. They look identical to the branded product. Love these earbuds.,"October 3, 2022",United States,B09LCVHCVX,5,0.7783,160,29,0
129,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I'm really happy with these. The only issue I have with them is making phone calls. I've hung up on so many people because the 'touch sensitive' button on the earbud is so sensitive. If I try to readjust or push them back into my ear, I almost always hang up. Having to buy a different pair with a less attractive button just so I don't hang up.","August 22, 2022",United States,B09LCVHCVX,5,0.765,345,68,0
130,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Really nice backup for when my other brand were broken.  Nice sound.  But they are not a noise canceling like my other brand.  But that’s ok.  For the price they are great!!!,"September 26, 2022",United States,B09LCVHCVX,1,0.8342,174,32,1
131,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Ear buds work great, easily synced up to iPhone, good sound quality, easy to manage, pause, skip, increase/decrease volume. For the money a great vale","September 12, 2022",United States,B09LCVHCVX,4,0.9468,150,25,0
132,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These earbuds are an excellent value.  They have about 90% of the features of Airpods at an unbelievable price.  I was pleasantly surprised with how nice the build quality was, given how inexpensive these are.  The design is nice and sleek.I bought these to replace my broken Airpods and I've noticed only a couple of minor differences that aren't an issue for me personally:1.  The case does not pair to your phone so you cannot tell exactly how much battery life is left in your case.  The case has an indicator light that flashes when it is below 10% and needs charging.2.  You need to accept phone calls from your earbuds in order for the call to be taken on your earbuds.  If you answer a call on your phone screen, the call will be taken on your phone as well.3.  There are no sensors on the earbuds that automatically start/stop music when your remove/put in the earbuds from your ears.  You need to start/stop manually using the earbud tap functions (I prefer this personally)4.  The tap functions are not programmable like with the Airpods, but all the basic functions you'd expect and need are already there.Overall, these are excellent earbuds for the price.  They're such great value that I bought multiple so I could have one in my office, car, and home.","July 20, 2022",United States,B09LCVHCVX,5,0.9688,1267,223,8
133,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Good sound and fit. Battery life is barely as stated. Good overall.,"September 17, 2022",United States,B09LCVHCVX,4,0.8074,67,12,0
134,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Me encanta que se ajustan perfectamente,"October 18, 2022",United States,B09LCVHCVX,5,0.0,39,6,5
135,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Love the sound quality. However, sometimes when my phone is in my bag pack, the bluetooth connection stutters.","September 17, 2022",United States,B09LCVHCVX,4,0.4939,110,18,1
136,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,great Wireless Headphones unbelievable price,"October 16, 2022",United States,B09LCVHCVX,5,0.7096,44,5,1
137,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"It’s a great product. It is affordable and easy to use. Just read the two small pages of the manual, and you are good to go. (Note: I only had it for two weeks so far.)","September 23, 2022",United States,B09LCVHCVX,4,0.872,168,36,0
138,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I was hesitant about switching from wired to wireless headphones, but was very happy with this purchase! The small case was easy to keep in my purse. The sound quality of the headphones was good. They do fall out or need some adjusting, but no more so than wired headphones.","August 28, 2022",United States,B09LCVHCVX,5,0.9038,274,50,0
139,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Impressed with the sound and battery life.  Can carry in pants pocket.  Noise cancellation haven’t had a chance to use it that way, only can keep on earbud in at work and can listen to what I want","September 21, 2022",United States 🇺🇸,B09LCVHCVX,5,0.6597,196,38,0
140,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,The product is great. I can hear clearly without any background noise.,"October 13, 2022",United States 🇺🇸,B09LCVHCVX,1,0.7783,70,12,0
141,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"We like everything about these! Cute color, good battery life and nice sound quality! Bought for my daughter and she loves them!","October 5, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9411,128,22,0
142,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"The price was great, especially when compared to the cost of my authentic IPhone AirPods!  The quality of sound and battery life is also exceptional.  They seem to be a tad larger.  The only drawback is the length of the charger cable (about a foot) and my precious non FireWire charger cables (those used in droid devices) won’t fit into the charging pod.","September 10, 2022",United States 🇺🇸,B09LCVHCVX,5,0.8908,356,63,1
