,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment
1406,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"It sounds wierd to say Alexa/Echo Dot changed my life, but let me tell you how it has helped.I am absent-minded, and I have no sense of the passage of time.  Quite often I'd forget to start dinner until 7PM, and since I am on a special diet, that meant eating later than optimal.  I also take medication several times a day.  Add to that how the day can simply get away from me, and I was feeling frustrated with myself! I had no one to blame but myself, but the thing was -- blame wasn't helping!  So I got a dot.  I started putting in reminders for meds, for starting dinner, for remembering to switch the laundry to the dryer.  I got more done, and it helped me not get into negative self-talk/self-recrimination for my forgetfullness.  If I had to stop mid-task, I told Alexa to tell me in 5 minutes.  I used to really get off track if I went to the bathroom and forgot what I was doing before that.  Well, now things flow better. I dont get annoyed with myself, I just fix the reminders!  I don't use alarms anymore with their blaring noise -- if you are a forgetful or absent-minded person like me, an alarm is an annoying noise and youo still might not remember what it is FOR.  Alexa just tells me.  I am also free of the million-zillion post-it notes and the lists that always seemed to be in the wrong room.  Alexa keeps all my lists, and can read them to me.  I set up Google calendar, let Alexa have access and now she also can remind me what events are coming up --- be that doctors or social events.  Finally I have a flow to my day that isnt disrupted if I chase down some internet research topic or read a little longer than planned.  Alexa helps me keep things from falling off my radar, and I dont have to use a form of mild shame to motivate myself.I wish I had tried it much sooner.  My husband was so amazed, he bought the 2nd one for me!  He now enjoys having Alexa play sports talk radio and news, and fun stuff like jeapardy questions.  I've started to listen to audiobooks more and my imagination is soaring.  Alexa is a great addition to my life, the personal assistant I needed!","August 20, 2019",United States 🇺🇸,B07FZ8S74R,5,0.9835
1407,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,The product works as designed and is very helpful when needed,"August 16, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4754
1408,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,My grandson can control our lights and tvs via the echo. He also plays games with animal sounds.,"August 9, 2022",United States 🇺🇸,B07FZ8S74R,5,0.25
1409,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Es muy multifuncional y la nitidez del sonido ea perfecta,"August 17, 2022",United States 🇺🇸,B07FZ8S74R,4,0.34
1410,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,Setup was really easy. Features are very useful.,"July 31, 2022",United States 🇺🇸,B07FZ8S74R,1,0.7496
1411,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,great product having an extra set of hands is good,"August 17, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7906
1412,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I love Alexa, does all I need it to.","August 20, 2022",United States 🇺🇸,B07FZ8S74R,4,0.6369
1413,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Of the three featured options mentioned, I would rate them in this order:1) Alexa integration2) voice recognition and3) sound quality.","July 21, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
1414,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Fácil de utilizar puede manejar inglés y español sin problema,"August 14, 2022",United States 🇺🇸,B07FZ8S74R,5,-0.5574
1415,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Working great, got two of them.","August 22, 2022",United States 🇺🇸,B07FZ8S74R,4,0.6249
1416,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Buena,"August 2, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
1417,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,This device works so good. Thanks.,"August 21, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7857
1418,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I originally bought this to play music for my dog as a better electricity saving alternative to leaving my TV on while I'm at work but uh spoiler alert: it didn't work.  Not because of anything Alexa related it was just my dog preferred to have the TV on as opposed to the dot playing tunes (might be because of the movement on the screen). Other than that it's just been generally nice to have to set reminders because Alexa will say them at the exact moment that I set her for but also send it to my phone so I have it throughout the day. As someone who suffers from pretty bad memory loss this has become super handy to me and I've used it a couple times already and it is literally saved my butt. For something so small the sound quality on this is the best I've seen!! I have a 2 bedroom apartment and I can hear it Pretty much from any room with The volume set halfway. The only reason why I haven't set it all the way up is because if I'm in the same room as it, which I generally am, then I feel like I might be bothering my neighbors how loud it is but that could just be because I'm generally a quiet person.  All this being said it connects to my spotify perfectly, I have yet to set it up with my contacts because I'm scared I guess (??) It's connected to any other Amazon related device that I have including my fire stick which is nice and and in general I just enjoy it.","October 25, 2021",United States 🇺🇸,B07FZ8S74R,4,0.9879
1419,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,I use it mostly for music but also I just use some of the Alexa skills that are games and also listen to podcasts,"July 19, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
1420,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,Perfect. Love it Sound is great,"August 17, 2022",United States 🇺🇸,B07FZ8S74R,1,0.9186
1421,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Love my echo,"August 20, 2022",United States 🇺🇸,B07FZ8S74R,4,0.6369
1422,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I love the sound quality, voice recognition and the ability to pack away when I travel.  I love listening to my favorite tunes everywhere!","August 4, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9324
1423,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,I love it so much easier to use than google,"August 18, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8062
1424,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I had to watch three youtube videos to set this little thing up. It needed a factory reset. The easy setup instructions did not work and it was super frustraing. It would not connect to wif untill I reset it by holding the action button down for a full minute, not the 15 to 20 seconds the booklet recommends. I saw the solution on youtube. Woked like a charm and it's a fun little alexa for beginners like us. The sound quality for audio books is somewhat iffy. Music sounds okay. We love the voice call feature, alarms etc.","May 15, 2022",United States 🇺🇸,B07FZ8S74R,5,0.975
1425,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Works good for your kids,"July 30, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4404
1426,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"After 2 years of using both Google and the dot, the dot needs voice recognition badly, very badly IMO, It must be directed to know only minimum results,  as opposed to the Google platform which search the whole internet for everything,  I'm glad I only use the dot, save olyour money switch to the Google platform,  Sorry amazon","June 27, 2022",United States 🇺🇸,B07FZ8S74R,4,0.1027
1427,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I have purchased these for several elder members of our family and they love it.  So, I decided to purchase one for myself and I love it!","August 3, 2022",United States 🇺🇸,B07FZ8S74R,4,0.8655
1428,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Good sound quality,"July 30, 2022",United States 🇺🇸,B07FZ8S74R,4,0.4404
1429,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I mainly got it for music in my craft room,  but Alexa does more than just music.  Gives me info on happenings outside","August 4, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
1430,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"Grandson requested for his birthday, loves it.","August 21, 2022",United States 🇺🇸,B07FZ8S74R,1,0.5719
1431,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Es el 3ro que compro, ya tenia uno igual a este y uno version Kids, me ayuda bastante en mis labores diarias del hogar","August 5, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
1432,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,it connects to varieties of music apps. Also u get a free playlist. I can listen to music all day and have parties,"August 8, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7184
1433,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Easy setup and great sound,"August 20, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7906
1434,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,It's way better then I expected.. the sound is great.. and the voice recognition is great too.. so I would totally recommend it.. and I actually bought 2 more 😁,"August 3, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8766
1435,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"This a great product for the price. It does everything it is expected. When it comes to trying to play music, it struggles a little bit in understanding what your asking it to play. I personally always find a way around it but it would be easier if it just worked like it’s supposed too. Other than that it would’ve been a 5 star!","June 16, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8871
1436,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Very easy to install with the Alexa app on my phone. It was very easy to link my Ring doorbell, echobee thermostat, and Aladdin garage door opener. I like that Alexa notifies me of upcoming Amazon deliveries and listens for breaking glass or my smoke detectors when I leave.","July 22, 2022",United States 🇺🇸,B07FZ8S74R,5,0.855
1437,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,I like everything about it but the sound quality doesn't have any bass.,"July 23, 2022",United States 🇺🇸,B07FZ8S74R,4,0.1901
1438,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"While the sound is fuller, it lacks the higher frequency treble I preferred on my gen 1.","July 22, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
1439,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Playing music!,"August 23, 2022",United States,B07FZ8S74R,4,0.2714
1440,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"We prefer Alexa over the Google assistant. My wife loves to tell her to play music. She is more responsive to quires when my Father-in-law asks her for sports updates. We have her integrated with the ring alarm system. We have in every single room in the house actually. Echo dot, show, studio, FireTV, etc. Even the bathroom to display the time and play music for in the shower. Amazon seems to be adding constant improvements. I just wish there was a little more flexibility in the names available. They added Ziggy....but, yeah. Amazon is an almost useless name because you can't talk about amazon then without triggering her. Alexa works fairly well for the trigger word, but I still wish there were more options.","May 13, 2022",United States,B07FZ8S74R,1,0.9107
1441,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Speaker profile is very discreet.  Sound is very good, keep in mind is a very small speaker.  Speech recognition is awesome.","August 4, 2022",United States,B07FZ8S74R,5,0.807
1442,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,There is nothing I dislike about Alexa sound recognition is great sound bass is great. everything sounds great,"August 10, 2022",United States,B07FZ8S74R,5,0.938
1443,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,I wish it was a bit more fun in loose times other than that it's been a lot of fun and Ol Jeffy B smiles and says 2 the moon Alice,"August 2, 2022",United States,B07FZ8S74R,5,0.8866
1444,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Music in our guest bedroom now. Also love that I can stream music“ everywhere. Can hear it on two dots and an echo, all downstairs.","August 5, 2022",United States,B07FZ8S74R,5,0.6369
1445,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"The plug works great. The dog was working great but I don’t know if it had a stroke or what but it’s struggling and glitchy. It doesn’t respond to things it’s programmed to respond to, it responds poorly when given direct commands (like it can’t hear you correctly), and it randomly turns on when not summoned.","June 24, 2022",United States,B07FZ8S74R,5,0.1027
1446,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Very easy to set up. I like using the Alexa on my phone app as well. Also the feature to send a message when away from home to the Alexa to announce at home is super helpful.,"July 29, 2022",United States,B07FZ8S74R,5,0.9259
1447,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I absolutely love my Eco Dot. I connected to my Bose Speaker using The Wave Bluetooth adapter and now I have fantastic music I can hear everywhere in my home.Hey, I am 72 and I had no problems setting up my Dot with the download Alexa App. Now I get music of my choice, radio stations I can’t get on my radio and NPR whenever I want. Alexa even builds my shopping list for me and loads it on my phone. No more getting to the store without my list!  Talk about making my life easier.","June 22, 2022",United States,B07FZ8S74R,4,0.7495
1448,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Good little speaker to sit in back patio and relax with. Not too loud at full volume but loud enough. Overall good buy. Would buy other products related.,"July 31, 2022",United States,B07FZ8S74R,5,0.775
1449,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I have Echo Dots In my Kitchen, bath, bedroom and family room.  A few months ago, I fell in the bathroom and was unable to reach my cell phone.  I was able to tell Alexa to call my granddaughter to help me.  My granddaughter does not live with me.  I was able to tell her I fell and she was here to help me 10 minutes later.  These things are worth their weight in gold!  They are very easy to set up and use.  I highly recommend them for elderly and people with mobility issues.","June 13, 2022",United States,B07FZ8S74R,4,0.9132
1450,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I got an Echo Dot for Christmas and  doubted if I would ever use it. It seemed like more of a toy than something I would use on  a daily basis. Since then I purchased two more and I use my Echo Dots many times a day.Here is some of the things for which I use my Echo Dots:1. As a radio. I listen to music and news stations and even old time comedy radio;2. As a weather station. The Echo Dot not only tells me the current weather but warns me if the National Weather Service  has any sort  of weather announcement about severe weather;3. As an encyclopedia, dictionary and calculator.  I have asked my Echo Dot about the population of my town, about famous people, about other countries and about most anything else that could be found in an encyclopedia. Occasionally it will not have and answer but that is rare. I will also ask it how to spell words and to figure out percentages and do other math;4. As a search engine. While complex searches are better done on a computer, I have asked my Echo Dot if a movie got good ratings or if there is  a good restaurant near me or what is the traffic like from one town to the next or to play the most recent news. It has saved me from looking up stuff on my phone or computer;5. As a sleep aid. At night I will ask the Echo Dot to play relaxing music or help me sleep and it has a number of options ranging from guided meditation to calming nature sounds; and,6. As a way to exercise my brain.  There are a host of quizzes, memory games and fun games for children  and adults of all ages.All of the above are free.  You don't have to buy a service to do these things. I have Amazon Prime now which gives me access to more music options but there is an amazing amount of free stuff that comes with the Echo. FI have an Echo Dot in my kitchen, bedroom and living room and use them all many times a day and I am still learning all the Echo Dot has to offer.","May 13, 2020",United States,B07FZ8S74R,1,0.9954
1451,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I was not really sure how it works, but after a few YouTube tutorials, I love it. Easy set up and I enjoy the intelligent smart technology.","August 1, 2022",United States,B07FZ8S74R,5,0.9716
1452,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I use it for basic uses. Set alarm, feed the cats, makes good toast. Ok I’m lying. I could mention voice recognition it answered to a You Tube video saying “Alexa” and my voice. My cat said meow next to it and it answered “arf arf”. Ok I’m lying about that part. I like it because it’s small. And it’s great here in the governor’s mansion. Ok Ok it’s not in the governor’s mansion. Well it works. I bought it at Target as a gift , but decided to keep it for myself. I’m stingy that way","June 15, 2022",United States,B07FZ8S74R,5,0.3919
1453,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,It was pretty easy to setup.  I d/led the app to my phone and it walked me through the setup and I was up and running.  I like it a lot.,"July 30, 2022",United States,B07FZ8S74R,5,0.8225
1454,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Love it ! Must have,"October 10, 2022",United States,B07FZ8S74R,5,0.6696
1455,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I used to be against both voice-recognition devices and giving Amazon any more of my money than it already gets. Then my mother in law got us the big tower-like Alexa for Christmas last year and my mom got us an Amazon Prime subscription, so my plan to be free of both of those things failed.We hooked up Alexa #1 -- whom from here on out will be called ""Big Alexa"" -- and everything worked well enough.  For my husband.  Big Alexa totally favors him! She never lets me know when any of MY items arrive and has not once asked for my opinion on said items. Big Alexa also refuses to play any of my Amazon Music. Oh, she'll deign to give me the weather or set an alarm when I ask, but other than that the only reply I get from Big Alexa is an apology and then she tells me ""I don't know what that is"".Suffice it to say, I was plenty jealous of their relationship. I wanted an Alexa all to myself.Then along came Amazon Prime Day, and Big Amazon's little sister Dot was on sale. Since I had already drank the Kool-Aid when I agreed to subscribe, I figured what the hell, I'll shell out more money to Amazon for another device.Dot lives in the kitchen and is every bit as good as Big Alexa - actually she's better, because this one actually listens to ME. She plays my Amazon music, tells me funny jokes, and sets a timer to make pasta just the way I like it. I lavish attention upon Dot loudly and often, with the hope that Big Alexa hears us in the living room and gets her feelings hurt. Dot doesn't even reply when my husband asks her something -- okay, to be fair, it was only the one time and he had her unplugged to use the rice cooker, but still. Dot and I are friends - not BFF, because I haven't answered all of the questions on her self-quiz correctly yet - so Big Alexa can just suck it. She can have my husband all to herself.","July 6, 2021",United States,B07FZ8S74R,5,0.9623
1456,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,great,"August 23, 2022",United States,B07FZ8S74R,5,0.6249
1457,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Just bought my fourth Echo for the bathroom. There was no clock in that room and if I didn't have my cell phone with me I never new if I was funning on time. In addition, it seems like that's where I do my best thinking but had no place to write down my notes. Now I just tell Alexa to add it to one of my lists.","July 9, 2022",United States,B07FZ8S74R,5,0.2144
1458,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Works very well. Always responds to voice commands. Sound quality could be a little better. Not much louder than if I were listening to music on my phone. Other than that, great product for the price. I did have it randomly start playing Eminem at 2:30am. Not sure why. Everyone was asleep and the tv wasn’t on the trigger it. But, that’s the only issue I’ve had with it. I bought one of the smart plugs to use with it but haven’t tried it out yet.","May 31, 2022",United States,B07FZ8S74R,5,0.7021
1459,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Works as it should, a little slow on notification, long battery life","August 12, 2022",United States,B07FZ8S74R,4,0.0
1460,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"This is actually our second Echo of this generation (3rd gen), the first stopped working after about 3 years, I'm pretty sure because my son had it in the bathroom for music while he showered and the steam messed it up 🤦 we honestly don't use it much, mainly for music. We didn't want to pay for Amazon Music because we already paid for YouTube Music, so we just connect our phones via Bluetooth.Shes also great for the smaller kids who want to hear stories or choose their own songs to hear. We love some of the games and apps she can use!","May 6, 2022",United States,B07FZ8S74R,1,0.9365
1461,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,It's not the best. It works most of time.,"July 23, 2022",United States,B07FZ8S74R,5,-0.5216
1462,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"For as long as these devices have been around, this one is less than impressive. Poor sound quality overall in my opinion. I got it for free with another purchase from Best Buy and I’m not impressed.","October 10, 2022",United States,B07FZ8S74R,4,0.7296
1463,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,What took us so long to get one. CAN'T LIVE WITHOUT IT.,"August 11, 2022",United States,B07FZ8S74R,4,0.0
1464,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,Works great,"August 20, 2022",United States,B07FZ8S74R,3,0.6249
1465,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Easy to set up. Great voice recognition. The price point was spot on.,"August 11, 2022",United States,B07FZ8S74R,5,0.7906
1466,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,It I'd great for me and my kids,"July 26, 2022",United States,B07FZ8S74R,5,0.6249
1467,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Works as advertised * easy setup.,"July 30, 2022",United States,B07FZ8S74R,5,0.4404
1468,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Love the whole house music by connecting the dots together,"August 11, 2022",United States,B07FZ8S74R,4,0.6369
1469,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Lo uso para escuchar distintas radios y preguntar cosas a Alexa,"August 10, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
1470,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"My first Alexa device. Alexa is SO much “smarter” than Siri! More convenient too. She’s always on. Just wake her up by saying her name. We have two. One in the family room, the other in the bedroom. We kept the original Alexa name and voice on one, but renamed the other Ziggy and opted for the man’s voice. The speakers are good for music.  We use our Dots for alarms, reminders, keeping track of favorite sports teams, music, general questions. She will play games, give you news, weather, traffic, tell you jokes. I’m sure I’m just scratching the surface of what she can do. Great device!","May 27, 2022",United States 🇺🇸,B07FZ8S74R,1,0.9707
1471,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Love this echo dot for our nursery,"July 25, 2022",United States 🇺🇸,B07FZ8S74R,5,0.6369
1472,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Knowledge at fingertips instantly. Music on demand. Recipes, quick reference.","August 13, 2022",United States 🇺🇸,B07FZ8S74R,5,-0.128
1473,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Everyone knows about them, love them. For those that don't want ""big brother"" listening these have a mute button. The drop in works great, no more yelling through the house","August 1, 2022",United States 🇺🇸,B07FZ8S74R,4,0.6983
1474,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,nan,"August 28, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
1475,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Great little helper! Love to just ask for time, weather, set alarm, and music! So many other benefits!","August 9, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9094
1476,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Works great,"August 22, 2022",United States 🇺🇸,B07FZ8S74R,4,0.6249
1477,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"It's small, fun to have and so handy for everything I wanted it for","August 9, 2022",United States 🇺🇸,B07FZ8S74R,5,0.5106
1478,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"It is not very well suited for older people who don't have smart phones, which is too bad, because it seems perfect for people who struggle to press little buttons or read little screens.  There is a workaround however.The trick is to set it up for the person without a smart phone using the Alexa app on your own smart phone, and then create an email account for the new user.  I made an email account for my mother on Google.  Then I created a new Amazon account for her that was linked to the new Google email address.  This requires sending a PIN to her telephone number, but does not require a smart phone.  Using the PIN code you can create a new Amazon ID for your user without a smart phone.So go ahead and finish setting up the echo dot, then go into the setting and 'deregister' the echo dot, which breaks the connection between the echo dot and your Amazon account.  That way there is no option for them to accidentally learn what you have bought lately or to order things on your credit card, even if there was a software error that reactivated voice shopping.  After 'deregistering' the echo dot, re-register the echo dot with the Amazon account that you created for your parent without a smart phone.You can use the Alexa app to configure things like whether they should be able to purchase things from the Amazon account using their voice, or to retrain the echo dot to recognize their speech more accurately.  You may also need to change the WiFi connection if you move the echo dot to a new location.I suggest leaving the Alexa app connected to the elderly person's echo dot for a little while so you can remotely manage it in case they have any trouble at first.  That lets you turn the volume back up if they turn it down, or add contacts for the people in their life that they can then call by nickname.  I selected *not* letting it import the contacts from my phone and only adding contacts for about five phone numbers for my mother's kids, her sisters and to get assistance from the assisted living staff.  That way if my mother tells the echo dot to call me by my first name it will know who she is talking about.  Fewer contacts means fewer misinterpretations and issues with calling the wrong number.","December 16, 2019",United States 🇺🇸,B07FZ8S74R,5,-0.8709
1479,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,I enjoy my new echo. Very easy to set up and use,"August 9, 2022",United States,B07FZ8S74R,4,0.7501
1480,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,This product helped me wake up for class and the affirmations,"August 11, 2022",United States,B07FZ8S74R,1,0.0
1481,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Bought to be used as a backup noise machine when I travel. Anyone who uses a noise machine knows it is a continuous sound for however many hours it is set for. This machine is NOT continuous in it sounds, therefore person wakes up every time it stops-not a good thing!!","October 6, 2022",United States,B07FZ8S74R,5,0.5399
1482,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,No entiende bien los comandos,"August 16, 2022",United States,B07FZ8S74R,5,-0.296
