,Product,Reviewer Name,Rating,Text,Date,Country,ASIN,Language,Rules,Label,Stars,Vader Sentiment
436,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Shaun M. Root,5.0 out of 5 stars,I hate the earbuds with the rubber cups that go all the way down inside your ear canal. These are the most comfortable earbud format. I went through a few pairs of earbuds in this format that sounded like junk. These sound the best by far. I also like the small container for storage/charging. It looks like a pack of dental floss and fits easily in your pocket. The LEDs looks nice and are of good quality.,8/5/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.9565
437,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Reagan Brown,3.0 out of 5 stars,The sound quality on these were so good! And so was the noise cancelation BUT a the charger box refused to work! I had to return them because I couldn’t get them to charge. What’s the point of having great quality headphones if you can’t even use them :(,9/24/2022,United States,B09LCVHCVX,en,,Not Suspicious,3,0.4506
438,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",SP769,5.0 out of 5 stars,These are great. I’ve used them on an airplane & at home. Comfortable and I think a great value for the price.,9/25/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.9313
439,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Dr. A,1.0 out of 5 stars,"They are really nice and work really good. I actually got 2 of them, one for me and the other for my husband and we really like them. Get it!",9/19/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,1,0.8545
440,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Tabsheer Ali Askari,5.0 out of 5 stars,"Love the sound quality. However, sometimes when my phone is in my bag pack, the bluetooth connection stutters. But they've been working perfectly other than that for the past 3 months or so.",9/17/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.836
441,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Kim F. Tuazon,5.0 out of 5 stars,i truly love how these wireless earbuds look like. most importantly i'm very much impressed with its great sound quality. this also fits very comfortable and lightweight.  such a great value for money,9/15/2022,United States 🇺🇸,B09LCVHCVX,en,"4, 5 :",Suspicious,5,0.983
442,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",E,5.0 out of 5 stars,"Very pleased with my new wireless earbuds! Bought them for myself but since my husband took over them right away, I bought a 2nd pair for myself. Love the compact charging case and that I don’t have to constantly recharge them. They are surprisingly comfortable and provide very clear sound. Happy with the price I paid and would recommend Yobola T9 wireless earbuds if you’re looking for a good quality set but don’t want to pay the outrageous $200 price point!!",8/3/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.9838
443,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",penny heffler,5.0 out of 5 stars,Great sound and very comfortable to wear with a good battery life and with the convenience of additional charging on the go by using the case makes this a great product for the price.,9/13/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.9474
444,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",noah theodore,5.0 out of 5 stars,would buy again.,7/16/2022,United States 🇺🇸,B09LCVHCVX,en,"2, 7 :",Suspicious,5,0.0
445,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Maria Elena Eva Medina,5.0 out of 5 stars,I love it they fit my ears perfect doesn’t bother me when I’m running they don’t fall off my ears  I would recommend,9/23/2022,United States 🇺🇸,B09LCVHCVX,en,4 :,Suspicious,5,0.8885
446,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Dawn Dickerson,4.0 out of 5 stars,The product was a tight fit in my ear.  It was bigger then I thought.,10/19/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,4,0.3612
447,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Daniel B.,5.0 out of 5 stars,"Some of the best-sounding budget earbuds that I've found. They have the original air pods fitment, too. I returned two different pairs in the process of finding these. There's another design that is much larger, basically an uncomfortable hunk of poorly-fitting plastic that dislodges because of the movement when you talk. I'd buy these again (and probably will) in a heartbeat.",8/14/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,-0.0772
448,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Trae1108,5.0 out of 5 stars,"For the price these are great. Only used them twice so far but no complaints. Case is nice quality. Haven’t used AirPods or any other brand to compare to, but I would recommend these!",9/13/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.4672
449,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",golfshoe11,1.0 out of 5 stars,"These earbuds are perfect!  I love that they are compact, so I can easily take them with me.  The sound quality is great, too!  Planning to buy more as gifts!",9/13/2022,United States,B09LCVHCVX,en,,Not Suspicious,1,0.9482
450,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",D Bays,5.0 out of 5 stars,These are great headphones for the price. As someone who has lost several pair of Apple earbuds I will be switching over to these. Sound is good but not as good as higher end ear buds but at 1/5 the price they are hard to beat.,8/31/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.7269
451,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",anna,5.0 out of 5 stars,Works great,10/10/2022,United States,B09LCVHCVX,en,"2, 7 :",Suspicious,5,0.6249
452,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",David Wright,5.0 out of 5 stars,"This is a really good product and the price was spot on. One additional thing, the product does not feel cheap and has a good weight to it opposed to other ear buds.",9/13/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.7496
453,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",laurelyn mehren,5.0 out of 5 stars,It took me awhile to find a good pair that actually work! These work great the battery life is long and they are very comfortable.,9/21/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.8976
454,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Angelia Sorensen,5.0 out of 5 stars,They’re a little uncomfortable if you wear them nomes for 20 minutes but for the price the quality is really good! The mic works perfect and the sound quality is so much better than what I expected. Overall a great purchase! I’m impressed,5/29/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.9784
455,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",T.K,5.0 out of 5 stars,Good headphones but the only thing that I noticed that I don’t care for is that you can’t go too far from your device without them disconnecting. I’m talking like around 15ft. Other then that they get the job done!,5/31/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.8687
456,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Chelsey,4.0 out of 5 stars,"These earbuds are great so far! I don't know how long the battery lasts, but I've been using them a few days and I still have a lot of battery left. Sound quality is good enough for what I do. I mostly listen to podcasts and I listen to music while working. The earbuds connect instantly and never glitch. I don't listen to music really loud, so I'm not sure how they perform in that case.If you're a casual listener these are great price, feel like good quality, and just work great!",7/14/2022,United States,B09LCVHCVX,en,,Not Suspicious,4,0.9793
457,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Cheryl Larsen,4.0 out of 5 stars,They’re cheap and work great,10/6/2022,United States,B09LCVHCVX,en,,Not Suspicious,4,0.6249
458,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Hmharl0894,5.0 out of 5 stars,I was something like the AirPods but cheaper in price. These were definitely it. Not necessarily noise canceling but They serve their purpose. The battery life is great. Easy to connect through Bluetooth. Sound quality is pretty good.,9/9/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.9749
459,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Kathryn A Dutton,1.0 out of 5 stars,The earbuds are larger the AirPods and do not fit into my ears.,10/18/2022,United States,B09LCVHCVX,en,,Not Suspicious,1,-0.2755
460,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Cortney Davis,5.0 out of 5 stars,I bought these for my 10 year old daughter. They're perfect for her battery life is great and noise cancellation works great. Not too expensive.... Basically great for the kiddo!,9/14/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.9538
461,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",TO,3.0 out of 5 stars,These easily synched with my iPhone.  Stay secure in ear when very active.  Like the volume control.  All in all a great value.  Would recommend to anyone.,9/13/2022,United States,B09LCVHCVX,en,,Not Suspicious,3,0.9557
462,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Amazon Customer,5.0 out of 5 stars,Very satisfied.👍👍👍,10/10/2022,United States,B09LCVHCVX,en,"2, 7 :",Suspicious,5,0.0
463,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",cory,5.0 out of 5 stars,I am honestly surprised how well these earbuds work for the price. I was a bit skeptical buying because I worried they would be poor quality compared to AirPods but they’re almost exactly the same and actually better in some cases. The only thing that could use improvement is the plastic quality on the earbuds charging case. It does feel cheap compared to AirPods but everything else is almost exact. Truly an amazing product!,8/4/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.955
464,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Meghan Hobein,5.0 out of 5 stars,"Pairs easily, charges fast and has good battery life. I like how you can pause what you are listening to by a simple tap. Thank you!",9/19/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.8172
465,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Joseph A Ippolito,5.0 out of 5 stars,"I just charged them up and listened to music for an hour or so, they're great! I don't know about battery life or noise cancelation yet. No, they're not Apple quality, but they're very good for the price! I'm happy with this purchase!The sound quality is quite good, and the bass and stereo effect are quite impressive.Well worth the price! I would buy again, and as a gift!",7/31/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.9753
466,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Carlos O. Campero,5.0 out of 5 stars,"I like these ear buds.  The sound great and are easy to use.  However, if I accidentally tap the left side they disconnect from my phone and it's a challenge to get them to re-connect.  I have to take them off, put them back in the case, wait a minute, and then take them out.  Also, I need to keep charging the box.  the volume goes up and up then tu-ruu... dead.  otherwise, they're great.",8/20/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.802
467,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Amazon Customer,5.0 out of 5 stars,This is just for listening to music. Not much on noise cancellation but works if you want to just listen to music,10/5/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.1154
468,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Tammy Winchell,5.0 out of 5 stars,For as inexpensive as they are they are very nice. I have enjoyed my earbuds.,9/26/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.7688
469,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Holly Christian,1.0 out of 5 stars,These headphones are great quality. The sound is clear and they connect immediately to my phone. They have a long battery life and a convenient charging station. Highly recommended.,9/13/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,1,0.8313
470,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Verified Customer,5.0 out of 5 stars,"Prefer the cheap headphones so there is no pressure in the case of losing them, and after four or five pair I’d gotten used to them not being perfect - until I got these and remembered what my long lost AirPods were like. This is as close to those as you are going to get. Great buy. Not a bot.",8/7/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,-0.6075
471,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Melanin Mobetta,5.0 out of 5 stars,Not too bad sound quality isn’t the best but for the price you get what u pay for,10/8/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.4451
472,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Courtney Baeyen,5.0 out of 5 stars,"I got these to use on a trip, since my new phone requires wireless headphones. I love how compact and user friendly these are. These lasted my entire weekend trip and still have battery life left. The noise cancelation is equivalent to regular headphones. It blocks out quiet noises, but I could hear the conversation of the person behind me. Overall I'm really happy with these headphones and would recommend them to anyone who is looking for an inexpensive pair of wireless earbuds.",7/18/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.9184
473,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Aaron Ray,3.0 out of 5 stars,Nice,10/9/2022,United States 🇺🇸,B09LCVHCVX,en,"2, 3, 7 :",Suspicious,3,0.4215
474,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Dan,5.0 out of 5 stars,The earbuds are easy to carry around and the noice cancelling work great with other around,9/24/2022,United States 🇺🇸,B09LCVHCVX,en,4 :,Suspicious,5,0.7351
475,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",KP,5.0 out of 5 stars,I would like you to try this !!,9/30/2022,United States 🇺🇸,B09LCVHCVX,en,"1, 2, 3 :",Suspicious,5,0.4738
476,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",CM,5.0 out of 5 stars,"I had some Skullcandy wireless earbuds forever and goodness knows how much I paid for them years ago. One of the earbuds finally failed and so I wanted to try something less expensive since I really only wear them while I’m mowing the lawn. Anyways, I’m impressed. They stay in my ear, automatically connect when I take them out of their charging box thingy, and stay charged long enough for me to mow my giant yard. Bonus: my 10 year old though they were AirPods.",7/9/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.6705
477,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",grady v. stone,5.0 out of 5 stars,"Excellent ear buds, battery life is great and sound quality is awesome!Save yourself some money and buy these.",9/23/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.8439
478,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Tawanna Lathan,5.0 out of 5 stars,I got them as a gift for my daughter birthday. She loves them. So I had to get a pink pair for my daughter,9/18/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.765
479,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",deonnawlsn,1.0 out of 5 stars,Love the sound and the my stay charged for weeks,9/28/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,1,0.5267
480,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",SB,5.0 out of 5 stars,"I had no idea these buds existed until my son told me about them.  They are so easy to use and work great for phone calls.  I haven't had anyone say they can't hear me.  I gave battery life 4 because I haven't really tested it yet, but for the price, I'm thrilled with these!",8/6/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.8158
481,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Ansleigh Vickery,5.0 out of 5 stars,great quality ear buds for such a great price!! really impressed when i received my package also i got them in like 1 day!!,9/14/2022,United States 🇺🇸,B09LCVHCVX,en,4 :,Suspicious,5,0.9456
482,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Cheryl,5.0 out of 5 stars,This is a great option for a reasonable price.  The quality is good and the battery life is better than expected.,9/18/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.872
483,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",bryan rozo,5.0 out of 5 stars,"These Yobola earbuds are so easy to use, I have no issues connecting them to any device. Great sound quality!",9/17/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.7866
484,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",STZZK,5.0 out of 5 stars,High quality headphones for the fraction of the price of AirPods. Sleek and comfortable in ears. Battery is long lasting. Would absolutely purchase again!,9/14/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.5562
485,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Sen Li,5.0 out of 5 stars,"Great headphones, great sound! Will be purchasing again. This is a must have in your to go bag!",9/19/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.8684
486,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Tom,5.0 out of 5 stars,good inexpensive product that works great with my android phone which is the primary reason I bought it.  the only reason for a four rating is because I could not connect with some other blue tooth devices like my TV.,5/12/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.8591
487,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Abby,5.0 out of 5 stars,Really good. I use them during my 8hr work days. When one earbud is starting to die it gives a little beep sound. Most days they last the entire 8hrs without needing to be charged. It's super easy to pause and play as well as double tap to skip. I really enjoy these earbuds!,8/5/2022,United States 🇺🇸,B09LCVHCVX,en,,Not Suspicious,5,0.9114
488,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Hai Z.,5.0 out of 5 stars,"The wireless Earpod is very good, especially considering the price. I usually wear the ones that go over head, but wanted a small pair of EarPods when outside. I'm glad I got these ! They don't hurt my inner ears . They don't fall out of my ears either.The sound quality is excellent and good enough, I tryed a pair of Apple EarPod that is 10 times more expensive and the difference couldn't justify the price for me.",7/16/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.9656
489,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Elijah M,1.0 out of 5 stars,I think for the price it has fantastic battery life. the only real complaint I have with them is they are a little big for my ears so wearing them for long periods of time tend to hurt.,8/26/2022,United States,B09LCVHCVX,en,,Not Suspicious,1,-0.25
490,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",L,5.0 out of 5 stars,Good headphones,10/4/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.4404
491,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Megan Schoenike,5.0 out of 5 stars,"These headphones are great! The connection via Bluetooth is good and they also work great for phone calls. They fit well and comfortably in your ear, unlike some others I've tried in the market where you to jab them into your ear. Very reasonable price for the quality.",8/13/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.9571
492,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Jessica Serrano,5.0 out of 5 stars,Good for the price,6/28/2022,United States,B09LCVHCVX,en,"2, 7 :",Suspicious,5,0.4404
493,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Eric,5.0 out of 5 stars,Product is very sensitive to touch and oftentimes volume will fluctuate on its own. The volume doesn’t get as loud as with other comparative products I have used in the past (ie when mowing lawn).They are nice looking and serve their purpose in relatively volume controlled environments. Would not recommend for air travel or yard maintenance.,8/26/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.1754
494,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Ryan Bishop,4.0 out of 5 stars,"These headphones are perfect for what I wanted, I use mine in the gym, at work, and even for discord while gaming. They're an easy fit and comfortable, the case is also small and fits in the pocket easy. The battery life is better than I thought, and it recharged fast. Highly recommend if you're not trying to break the budget but get good quality.",7/26/2022,United States,B09LCVHCVX,en,,Not Suspicious,4,0.9185
495,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Mubaraka A Badruddin,3.0 out of 5 stars,My son loves these ear pods. Great sound great quality and affordable. They beat the premium ear buds in the market.,9/16/2022,United States,B09LCVHCVX,en,,Not Suspicious,3,0.9169
496,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Zoey Supernovae,5.0 out of 5 stars,My third try at wireless headphones and these are keepers. They hold a charge for about 4-6 hours and because they are so affordable I bought 2 to keep in rotation. Sound is great but not sure about noise cancellation as I try to keep one in at a time mostly so I can hear what’s going on around me.,7/29/2022,United States,B09LCVHCVX,en,,Not Suspicious,5,0.0276
497,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",Stefani Coultrap,5.0 out of 5 stars,Noise cancellation,6/29/2022,United States,B09LCVHCVX,en,"1, 3, 7 :",Suspicious,5,0.0
